Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Oct-2018,215011,Infographics Limited,711.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Oct-2018,215489,Cardiff Homecare Limited,708.18
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Oct-2018,215489,Cardiff Homecare Limited,508.90
DIRECT SOCIAL SERVICES,GF YOS,18-Oct-2018,221371,Red Ridge Holidays Limited,1800.00
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,18-Oct-2018,260060,Horizon Care & Education Group Limited,14835.71
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,18-Oct-2018,400050,Acuity Legal Limited,900.00
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,18-Oct-2018,400050,Acuity Legal Limited,4250.00
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,18-Oct-2018,400050,Glamorgan Gem Limited,540.00
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,18-Oct-2018,400050,Thomson Reuters (Professional) Limited T/A Sweet and Maxwell,799.00
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,18-Oct-2018,403135,The Document Management Group Limited,1850.00
DIRECT MANAGING DIRECTOR AND RESOURCES,GF CORPORATE POLICY MAKING,18-Oct-2018,460500,Infographics Limited,1298.00
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,18-Oct-2018,812251,Commercial Transfer Limited,542.08
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,18-Oct-2018,842169,Lodestone Consulting Engineers Limited,1250.00
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,18-Oct-2018,842181,Asbri Planning Limited,1360.00
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,18-Oct-2018,842181,Lodestone Consulting Engineers Limited,2750.00
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,18-Oct-2018,400500,Cardiff & Vale College,910.00
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,18-Oct-2018,400500,Cardiff & Vale College,910.00
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,18-Oct-2018,405100,Duncan M Evans,804.91
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,101004,Purchase Card Direct Debit Payments,790.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,101032,Purchase Card Direct Debit Payments,501.29
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,101063,Purchase Card Direct Debit Payments,580.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,101065,Purchase Card Direct Debit Payments,870.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,101095,Purchase Card Direct Debit Payments,620.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,101137,Pencaerau Primary School,600.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,101140,Purchase Card Direct Debit Payments,623.99
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,101171,Purchase Card Direct Debit Payments,580.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,101233,Purchase Card Direct Debit Payments,1133.60
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,18-Oct-2018,260200,Purchase Card Direct Debit Payments,1372.58
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,18-Oct-2018,260235,Purchase Card Direct Debit Payments,1364.80
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,18-Oct-2018,319010,Purchase Card Direct Debit Payments,652.50
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,18-Oct-2018,319010,Purchase Card Direct Debit Payments,652.50
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,18-Oct-2018,319010,Purchase Card Direct Debit Payments,652.50
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,18-Oct-2018,319010,Purchase Card Direct Debit Payments,652.50
DIRECT MANAGING DIRECTOR AND RESOURCES,GF CORPORATE POLICY MAKING,18-Oct-2018,460203,Purchase Card Direct Debit Payments,769.44
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,101013,New Directions (Education) Limited,510.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,101075,New Directions (Education) Limited,640.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,101213,New Directions (Education) Limited,652.50
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,18-Oct-2018,102594,BS Project Services Limited,964.08
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,18-Oct-2018,103065,New Directions (Education) Limited,657.50
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,18-Oct-2018,103227,Bay Resourcing Limited,727.95
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,18-Oct-2018,103227,New Directions (Education) Limited,607.85
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,18-Oct-2018,260150,Sanctuary Personnel Limited,1276.50
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,18-Oct-2018,260150,Sanctuary Personnel Limited,1169.60
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,18-Oct-2018,303910,Hays Specialist Recruitment Limited,615.68
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,18-Oct-2018,303910,Hays Specialist Recruitment Limited,615.68
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,18-Oct-2018,303931,Building Recruitment Company Limited,628.66
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,18-Oct-2018,303931,Building Recruitment Company Limited,684.13
DIRECT ENVIRONMENT AND HOUSING,HOUSING,18-Oct-2018,407106,James Andrews Recruitment Solutions Limited,777.00
DIRECT ENVIRONMENT AND HOUSING,HOUSING,18-Oct-2018,407106,James Andrews Recruitment Solutions Limited,740.00
DIRECT ENVIRONMENT AND HOUSING,HOUSING,18-Oct-2018,407106,James Andrews Recruitment Solutions Limited,777.00
DIRECT ENVIRONMENT AND HOUSING,HOUSING,18-Oct-2018,407106,James Andrews Recruitment Solutions Limited,740.00
DIRECT ENVIRONMENT AND HOUSING,HOUSING,18-Oct-2018,407106,James Andrews Recruitment Solutions Limited,777.00
DIRECT ENVIRONMENT AND HOUSING,HOUSING,18-Oct-2018,407106,James Andrews Recruitment Solutions Limited,740.00
DIRECT ENVIRONMENT AND HOUSING,HOUSING,18-Oct-2018,407119,Building Recruitment Company Limited,622.44
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,18-Oct-2018,405100,Susan Shepherd t/a KKG Properties,2803.95
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,18-Oct-2018,405100,Susan Shepherd t/a KKG Properties,830.80
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,18-Oct-2018,403370,Hope Rescue Centre Limited,1890.51
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Oct-2018,215489,Nestor Primecare Services Limited t/a Allied Healthcare,575.20
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Oct-2018,215489,Nestor Primecare Services Limited t/a Allied Healthcare,535.56
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Oct-2018,215489,Nestor Primecare Services Limited t/a Allied Healthcare,584.47
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Oct-2018,215489,Nestor Primecare Services Limited t/a Allied Healthcare,589.54
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Oct-2018,215489,Nestor Primecare Services Limited t/a Allied Healthcare,568.55
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Oct-2018,101007,Corona Energy Retail 4 Limited,-773.13
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Oct-2018,101007,Corona Energy Retail 4 Limited,-614.18
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Oct-2018,101007,Corona Energy Retail 4 Limited,-632.01
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Oct-2018,101216,Dwr Cymru Cyf,1535.93
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Oct-2018,101221,Business Gas Limited / Electricity,-739.19
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Oct-2018,101221,Business Gas Limited / Electricity,1331.99
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Oct-2018,101221,Business Gas Limited / Electricity,1755.63
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Oct-2018,101285,Cooke and Arkwright Limited,22552.45
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Oct-2018,101305,Colorfoto Limited,505.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Oct-2018,101317,Ricoh UK Limited,513.65
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,19-Oct-2018,102632,Inspired Learners Limited,645.00
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,19-Oct-2018,102636,Complete Business Solutions Group Limited,760.37
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,19-Oct-2018,102636,Merricks Private Transport Contractors Limited,3428.50
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,19-Oct-2018,102652,Orbis Education and Care Limited,5468.32
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Oct-2018,104381,Business Gas Limited / Electricity,-709.98
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Oct-2018,104381,Business Gas Limited / Electricity,1066.06
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,19-Oct-2018,190056,Computacenter (UK) Limited,2118.26
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,19-Oct-2018,209157,Insight Parenting Limited,1440.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Oct-2018,212781,Corona Energy Retail 4 Limited,975.39
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Oct-2018,212791,Corona Energy Retail 4 Limited,702.81
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,19-Oct-2018,325000,Calibre Contracting Limited,903.87
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,19-Oct-2018,325501,Calibre Contracting Limited,1506.45
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,19-Oct-2018,325892,Centregreat Limited,1621.95
DIRECT ENVIRONMENT AND HOUSING,HOUSING,19-Oct-2018,407215,Corona Energy Retail 4 Limited,891.08
DIRECT ENVIRONMENT AND HOUSING,HOUSING,19-Oct-2018,407240,Corona Energy Retail 4 Limited,551.05
DIRECT ENVIRONMENT AND HOUSING,HOUSING,19-Oct-2018,407245,Corona Energy Retail 4 Limited,541.61
DIRECT ENVIRONMENT AND HOUSING,HOUSING,19-Oct-2018,407260,Corona Energy Retail 4 Limited,555.31
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,19-Oct-2018,422100,Corona Energy Retail 4 Limited,766.21
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,19-Oct-2018,831503,Glamorgan White Lining Limited,1042.65
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,19-Oct-2018,831503,Glamorgan White Lining Limited,685.00
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,19-Oct-2018,834231,Hugh James Solicitors LLP,54730.00
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,19-Oct-2018,834231,JCP Solictors Limited,23314.94
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,19-Oct-2018,834231,JCP Solictors Limited,19549.95
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,19-Oct-2018,834253,Landcraft Projects Limited,63620.38
DIRECT LEARNING AND SKILLS,CATERING,19-Oct-2018,150690,St Cyres Comprehensive School,10199.55
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,19-Oct-2018,341180,Cardiff County Council,123892.93
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,19-Oct-2018,341182,Cardiff County Council,18289.36
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Oct-2018,218321,John Vincent O'Connell,1305.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Oct-2018,101216,Millennium Personnel Services (Education) Limited,625.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Oct-2018,101305,Bay Resourcing Limited,594.14
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Oct-2018,101305,TeacherActive Limited,637.00
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,19-Oct-2018,103213,New Directions (Education) Limited,652.50
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,19-Oct-2018,103315,New Directions (Education) Limited,743.05
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-Oct-2018,215489,Parkrow Care Limited,596.22
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-Oct-2018,215489,Parkrow Care Limited,600.48
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-Oct-2018,218419,Parkrow Care Limited,625.72
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101004,Consolidated Billing EDI - EDF,946.30
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101007,Consolidated Billing EDI - EDF,601.75
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101025,Consolidated Billing EDI - EDF,767.89
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101031,Consolidated Billing EDI - EDF,645.10
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101032,Consolidated Billing EDI - EDF,844.88
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101047,Consolidated Billing EDI - EDF,644.39
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101047,RP Brown Limited t/a Cymraeg Cleaning,650.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101075,Consolidated Billing EDI - EDF,699.59
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101094,Consolidated Billing EDI - EDF,849.42
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101095,Consolidated Billing EDI - EDF,664.63
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101137,Consolidated Billing EDI - EDF,558.96
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101145,Consolidated Billing EDI - EDF,693.41
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101171,Consolidated Billing EDI - EDF,543.61
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101173,Consolidated Billing EDI - EDF,645.33
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101180,Dwr Cymru Cyf,2212.64
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101195,Consolidated Billing EDI - EDF,1027.69
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101202,Consolidated Billing EDI - EDF,501.55
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101202,Consolidated Billing EDI - EDF,820.37
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101213,Consolidated Billing EDI - EDF,582.15
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101221,Consolidated Billing EDI - EDF,-604.44
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101221,Consolidated Billing EDI - EDF,560.82
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101261,Consolidated Billing EDI - EDF,826.15
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101300,Consolidated Billing EDI - EDF,536.70
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101300,PHS Group Plc,-1572.68
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101300,TN Water Limited T/A Aquaid (Midlands & South Wales),606.80
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101304,Consolidated Billing EDI - EDF,975.14
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101306,CF Corporate Finance Limited,840.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101306,Globebrow Limited t/a Manor Adventure,4856.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101308,Consolidated Billing EDI - EDF,1047.84
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,101315,Consolidated Billing EDI - EDF,868.71
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,102593,Symbols Worldwide Limited t/a Widgit Software,500.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,102593,SysCon Limited,1001.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,102593,TFH (Worcestershire) Limited,985.50
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,22-Oct-2018,102636,DSG Retail Limited,748.32
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,22-Oct-2018,104381,Midshire Business Systems (Northern) Limited,668.92
DIRECT LEARNING AND SKILLS,GF CATERING,22-Oct-2018,154401,Cypad Limited,6342.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-Oct-2018,215001,Computacenter (UK) Limited,2118.26
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-Oct-2018,216731,CJ Contract Travel Services Limited,570.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-Oct-2018,217909,Everycare (Cardiff) Limited,822.12
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-Oct-2018,217909,Everycare (Cardiff) Limited,673.32
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-Oct-2018,217909,Merricks Private Transport Contractors Limited,1152.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-Oct-2018,217909,Merricks Private Transport Contractors Limited,684.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,22-Oct-2018,217909,Merricks Private Transport Contractors Limited,568.00
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,22-Oct-2018,260160,Neal Social Care Limited,1052.50
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,22-Oct-2018,260160,Neal Social Care Limited,3181.00
DIRECT ENVIRONMENT AND HOUSING,GF BUILDING SERVICES,22-Oct-2018,302012,Venn Group Limited,1229.14
DIRECT ENVIRONMENT AND HOUSING,GF BUILDING SERVICES,22-Oct-2018,302012,Venn Group Limited,1278.97
DIRECT ENVIRONMENT AND HOUSING,GF BUILDING SERVICES,22-Oct-2018,302012,Venn Group Limited,1262.36
DIRECT ENVIRONMENT AND HOUSING,GF BUILDING SERVICES,22-Oct-2018,302012,Venn Group Limited,996.60
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,22-Oct-2018,305779,Ran Hire and Sales Limited,-1322.00
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,22-Oct-2018,319000,Civica UK Limited,16850.00
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,22-Oct-2018,325345,Cemex UK Materials Limited,563.55
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,22-Oct-2018,325790,Calibre Contracting Limited,1264.30
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,22-Oct-2018,325810,Compass Minerals UK Limited,1084.35
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,22-Oct-2018,325810,Compass Minerals UK Limited,2219.00
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,22-Oct-2018,325894,Hazard Warning Systems Limited,2105.20
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,22-Oct-2018,333013,Ace Site Services (UK) Limited,1385.00
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,22-Oct-2018,333013,Ace Site Services (UK) Limited,1100.00
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,22-Oct-2018,333036,Total Ground Care Limited,1500.00
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,22-Oct-2018,333154,The Firewood Company (UK) Limited T/A Esa Tree Care,2100.00
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,22-Oct-2018,333500,Ace Site Services (UK) Limited,860.00
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,22-Oct-2018,333530,Ustigate Limited,1790.00
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,22-Oct-2018,354037,G4S Care and Justice Services (UK) Limited,928.50
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,22-Oct-2018,355716,Cooke and Arkwright Limited,1240.27
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,22-Oct-2018,359340,Parkwood Leisure Limited,7703.56
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,22-Oct-2018,359454,Parkwood Leisure Limited,995.15
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,22-Oct-2018,360234,Parkwood Leisure Limited,3493.20
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,22-Oct-2018,360530,Parkwood Leisure Limited,3685.69
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,22-Oct-2018,400051,Pakflatt (UK) Limited,3080.00
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,22-Oct-2018,400052,Critiqom Limited,523.65
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,22-Oct-2018,420217,G4s Cash Solutions (UK) Limited,889.26
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,22-Oct-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,1055.67
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,22-Oct-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,756.42
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,22-Oct-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,1055.67
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,22-Oct-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,1055.67
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,22-Oct-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,756.42
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,22-Oct-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,1055.67
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,22-Oct-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,756.42
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,22-Oct-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,1105.37
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,22-Oct-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,756.42
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,22-Oct-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,1105.37
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,22-Oct-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,756.42
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,22-Oct-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,1105.37
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,22-Oct-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,756.42
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,22-Oct-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,1105.37
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,22-Oct-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,824.24
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,22-Oct-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,993.89
